Mağaza,X_Koordinat,Y_Koordinat,Ürün,Fiyat
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Hareket Sensörü,7349.71
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Ekran Kartı,7783.33
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Termostat,765.04
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Ethernet Kablosu,2129.08
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Kablosuz Mouse,9745.61
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Güvenlik Kamerası,6962.55
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Wi-Fi Sinyal Güçlendirici,5658.35
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Masaüstü Hoparlör,3733.07
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Kablosuz Kulaklık,539.45
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Robot Süpürge,3754.45
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Akıllı Saat,5039.24
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,USB Bellek,2193.45
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Mikrofon,1814.05
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Uzaktan Kumandalı Araç,5133.32
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Monitör,5900.45
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Dijital Kamera,2475.19
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Elektrikli Bisiklet,5915.16
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,buzdolabı,9013.37
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Type-C Adaptör,4784.42
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,DJ Kulaklık,8588.16
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Kulaklık,9279.99
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Uydu Alıcısı,1014.7
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,HDMI Switch,1048.53
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Drone,4812.84
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,YazıcıFotokopi Makinesi,5922.21
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Mouse Pad,4316.25
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Projektör Perdesi,3331.86
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,USB Hub,6445.84
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,fırın,120.61
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Bluetooth Alıcı,9683.93
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Projektör,2397.58
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Lens Seti,9179.28
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Klavye,1179.25
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,HDMI Kablo,2457.06
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Kasa Fanı,2425.25
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,3D Yazıcı,9961.91
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,Mekanik Saat,145.55
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,USB Mikrofon,6432.42
Elektronik_Magaza_0,10.31238688359326,90.25529066795667,GPS Cihazı,8709.9
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,çamaşır makinesi,6755.51
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,YazıcıFotokopi Makinesi,3691.06
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Webcam,9587.26
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Lens Seti,8945.86
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Wi-Fi Sinyal Güçlendirici,4396.15
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,IP Kamera,5775.95
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Güvenlik Kamerası,9678.44
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Dijital Kalem,9827.35
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,tost makinesi,4553.25
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Modem,8488.77
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,GoPro Kamera,3089.6
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Akıllı Telefon,3780.95
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Elektronik Kalem,1731.74
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Kapı Kilidi,2170.93
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,VR Gözlük,6603.05
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,İşlemci,5156.74
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,E-Kitap Okuyucu,2388.21
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Grafik Tablet,4088.81
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Bluetooth Hoparlör,3794.52
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Güç Kaynağı,9874.87
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Bluetooth Alıcı,8550.3
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Type-C Adaptör,3940.87
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Drone,9147.77
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Laptop,3492.09
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Uzaktan Kumandalı Araç,6712.22
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Robot Süpürge,9669.83
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Harici Hard Disk,3963.76
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,SSD,6830.86
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,buzdolabı,3029.65
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Kablosuz Şarj Cihazı,2736.49
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,USB Hub,5784.15
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Elektrikli Scooter,9794.72
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Kablosuz Oyun Mouse,4586.03
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Akıllı Saat,9382.61
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Monitör,9152.2
Elektronik_Magaza_1,50.525237244785714,82.64574661077417,Ekran Kartı,2612.25
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Tablet,4078.01
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Webcam,6468.69
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Elektrikli Scooter,5228.65
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Bluetooth Verici,1049.99
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Kasa Fanı,9937.61
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Kablosuz Kulaklık,7551.27
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Dijital Kalem,4433.17
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Uydu Alıcısı,6219.87
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,HDMI Kablo,966.97
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Termometre,5003.49
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Akıllı Saat,9315.24
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,GPS Cihazı,8976.35
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,çamaşır makinesi,3440.07
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Drone,5360.54
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Lens Seti,7004.1
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,İşlemci,3466.09
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Ethernet Kablosu,742.3
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Grafik Tablet,5103.87
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Güç Kaynağı,6056.19
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Bluetooth Hoparlör,157.83
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Oyun Kolu,1046.2
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Kablosuz Mouse,2152.18
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,Laptop,3545.72
Elektronik_Magaza_2,32.00496010306117,89.55232284962005,E-Kitap Okuyucu,5456.41
