Mağaza,X_Koordinat,Y_Koordinat,Ürün,Fiyat
Ev_Magaza_0,64.20316461542878,8.413996499504883,Kağıt Havlu,421.61
Ev_Magaza_0,64.20316461542878,8.413996499504883,Post-it,726.25
Ev_Magaza_0,64.20316461542878,8.413996499504883,Elektrik Kablosu,957.89
Ev_Magaza_0,64.20316461542878,8.413996499504883,Çöp Torbası,966.76
Ev_Magaza_0,64.20316461542878,8.413996499504883,Bant,600.15
Ev_Magaza_0,64.20316461542878,8.413996499504883,Mutfak Rafı,645.96
Ev_Magaza_0,64.20316461542878,8.413996499504883,Banyo Dolabı,267.15
Ev_Magaza_0,64.20316461542878,8.413996499504883,Tornavida Seti,725.78
Ev_Magaza_0,64.20316461542878,8.413996499504883,Yapıştırıcı,163.59
Ev_Magaza_0,64.20316461542878,8.413996499504883,Priz,356.22
Ev_Magaza_0,64.20316461542878,8.413996499504883,Bulaşık Deterjanı,701.53
Ev_Magaza_0,64.20316461542878,8.413996499504883,Cam Sil,379.28
Ev_Magaza_0,64.20316461542878,8.413996499504883,Oda Kokusu,144.86
Ev_Magaza_0,64.20316461542878,8.413996499504883,Okul Çantası,848.68
Ev_Magaza_0,64.20316461542878,8.413996499504883,Çamaşır Suyu,379.3
Ev_Magaza_0,64.20316461542878,8.413996499504883,Sabun,156.79
Ev_Magaza_0,64.20316461542878,8.413996499504883,Sıcak Su Torbası,167.31
Ev_Magaza_0,64.20316461542878,8.413996499504883,Silgi,326.58
Ev_Magaza_0,64.20316461542878,8.413996499504883,Silikon Tabancası,260.21
Ev_Magaza_0,64.20316461542878,8.413996499504883,Banyo Temizleyici,796.87
Ev_Magaza_0,64.20316461542878,8.413996499504883,Yüzey Temizleyici,389.52
Ev_Magaza_0,64.20316461542878,8.413996499504883,Ayna,824.23
Ev_Magaza_0,64.20316461542878,8.413996499504883,Testere,256.46
Ev_Magaza_0,64.20316461542878,8.413996499504883,Matkap,543.59
Ev_Magaza_0,64.20316461542878,8.413996499504883,Cetvel,719.23
Ev_Magaza_0,64.20316461542878,8.413996499504883,Avize,686.79
Ev_Magaza_0,64.20316461542878,8.413996499504883,Ajanda,641.02
Ev_Magaza_0,64.20316461542878,8.413996499504883,Çini Mürekkep,932.34
Ev_Magaza_0,64.20316461542878,8.413996499504883,Çekiç,305.67
Ev_Magaza_0,64.20316461542878,8.413996499504883,Saklama Kabı,544.35
Ev_Magaza_0,64.20316461542878,8.413996499504883,A4 Kağıdı,895.59
Ev_Magaza_0,64.20316461542878,8.413996499504883,Elektrikli Tornavida,170.1
Ev_Magaza_0,64.20316461542878,8.413996499504883,Zımba,150.3
Ev_Magaza_0,64.20316461542878,8.413996499504883,Dosya,309.97
Ev_Magaza_0,64.20316461542878,8.413996499504883,Şerit Metre,669.72
Ev_Magaza_0,64.20316461542878,8.413996499504883,Defter,333.89
Ev_Magaza_0,64.20316461542878,8.413996499504883,Resim Defteri,271.22
Ev_Magaza_0,64.20316461542878,8.413996499504883,Yangın Söndürücü,512.92
Ev_Magaza_0,64.20316461542878,8.413996499504883,Duvar Saati,652.24
Ev_Magaza_0,64.20316461542878,8.413996499504883,Su Terazisi,323.7
Ev_Magaza_0,64.20316461542878,8.413996499504883,Ampul,370.62
Ev_Magaza_1,16.162871409461378,89.85541885270793,Yatak,652.2
Ev_Magaza_1,16.162871409461378,89.85541885270793,Testere,951.16
Ev_Magaza_1,16.162871409461378,89.85541885270793,Ayna,707.27
Ev_Magaza_1,16.162871409461378,89.85541885270793,Kalem Kutusu,804.61
Ev_Magaza_1,16.162871409461378,89.85541885270793,Kalem,430.13
Ev_Magaza_1,16.162871409461378,89.85541885270793,Çamaşır Suyu,345.03
Ev_Magaza_1,16.162871409461378,89.85541885270793,Avize,508.84
Ev_Magaza_1,16.162871409461378,89.85541885270793,Priz,826.42
Ev_Magaza_1,16.162871409461378,89.85541885270793,Kapı Zili,510.67
Ev_Magaza_1,16.162871409461378,89.85541885270793,Havlu Seti,862.05
Ev_Magaza_1,16.162871409461378,89.85541885270793,A4 Kağıdı,989.89
Ev_Magaza_1,16.162871409461378,89.85541885270793,Yangın Söndürücü,164.82
Ev_Magaza_1,16.162871409461378,89.85541885270793,Defter,140.87
Ev_Magaza_1,16.162871409461378,89.85541885270793,Kitaplık,234.63
Ev_Magaza_1,16.162871409461378,89.85541885270793,Post-it,445.93
Ev_Magaza_1,16.162871409461378,89.85541885270793,Banyo Temizleyici,217.94
Ev_Magaza_1,16.162871409461378,89.85541885270793,Sprey Boya,883.6
Ev_Magaza_1,16.162871409461378,89.85541885270793,Sıcak Su Torbası,120.83
Ev_Magaza_1,16.162871409461378,89.85541885270793,Bant,384.21
Ev_Magaza_1,16.162871409461378,89.85541885270793,Beyaz Tahta Kalemi,266.23
Ev_Magaza_1,16.162871409461378,89.85541885270793,Mutfak Bıçak Seti,938.39
Ev_Magaza_1,16.162871409461378,89.85541885270793,Orta Sehpa,702.53
Ev_Magaza_1,16.162871409461378,89.85541885270793,Şerit Metre,920.83
Ev_Magaza_1,16.162871409461378,89.85541885270793,Oda Kokusu,975.1
Ev_Magaza_1,16.162871409461378,89.85541885270793,Çelik Kapı Kilidi,547.39
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Boya Fırçası,310.89
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Ampul,274.36
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Çamaşır Suyu,300.63
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Ataç,737.73
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Tornavida Seti,136.4
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Yastık,146.22
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Ahşap Masa,647.33
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Sıcak Su Torbası,677.85
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Çamaşır Deterjanı,698.74
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Defter,434.69
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Silikon Tabancası,825.35
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Zımba,580.26
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Ahşap Kesme Tahtası,194.92
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Mutfak Rafı,817.39
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Su Terazisi,957.76
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Nevresim Takımı,154.03
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Banyo Temizleyici,452.22
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Keçeli Kalem,538.76
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Testere,231.82
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Makas,880.94
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Sabun,355.73
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Bant,804.71
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Çini Mürekkep,703.9
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Banyo Dolabı,638.24
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Şerit Metre,272.93
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Bebek Beşiği,298.63
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Kalem Kutusu,142.61
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Saklama Kabı,316.64
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Post-it,410.9
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Avize,849.83
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Beyaz Tahta Kalemi,429.75
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Klozet Temizleyici,779.16
Ev_Magaza_2,60.642905965958995,0.9197051616629648,Çekiç,495.5
Ev_Magaza_3,10.147154286603211,66.35017691080559,Boya Fırçası,806.38
Ev_Magaza_3,10.147154286603211,66.35017691080559,Çamaşır Suyu,978.64
Ev_Magaza_3,10.147154286603211,66.35017691080559,A4 Kağıdı,315.86
