Mağaza,X_Koordinat,Y_Koordinat,Ürün,Fiyat
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Sandalet,213.71
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Atlet,1775.74
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Atkı,574.31
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Deniz Şortu,525.35
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Pelerin,629.33
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Diz Üstü Çorap,1175.54
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Rüzgarlık,1112.14
Giysi_Magaza_0,37.454011884736246,95.07143064099162,gecelik,1008.26
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Kayak Pantolonu,1449.2
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Kargo Pantolon,667.25
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Erkek Çocuk Takım,1575.03
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Resmi Elbise,391.88
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Korse,1576.11
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Softshell Ceket,1344.43
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Şapka,1382.26
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Okul Üniforması,989.03
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Kışlık Atkı,1350.65
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Deri Ceket,205.6
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Şortlu Takım,1710.52
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Elbise,158.32
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Kız Çocuk Elbise,340.05
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Polar Mont,1174.74
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Mayo,1491.85
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Hırka,198.69
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Çocuk Yağmurluğu,1845.49
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Bebek Kıyafeti,1948.53
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Spor Ayakkabı,1231.6
Giysi_Magaza_0,37.454011884736246,95.07143064099162,İç Çamaşırı,988.42
Giysi_Magaza_0,37.454011884736246,95.07143064099162,külotlu çorap,1495.72
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Tişört,690.3
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Bot,1011.87
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Yağmurluk,1836.49
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Gelinlik,1913.53
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Ceket,1857.78
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Saç Bandı,561.77
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Keten Pantolon,503.31
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Babet,630.45
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Kravat,910.56
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Blazer Ceket,662.63
Giysi_Magaza_0,37.454011884736246,95.07143064099162,sütyen,779.71
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Cüzdan,1260.24
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Damatlık,1536.93
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Omuz Çantası,1484.34
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Bebek Kıyafeti,1638.13
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Tesettür Elbise,112.76
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Abiye,143.08
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Outdoor Ayakkabı,1589.3
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Diz Üstü Çorap,1089.5
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Tişört,1177.37
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Mayo,152.54
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Spor Ayakkabı,547.86
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Bebek Uyku Tulumu,1294.79
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Blazer Ceket,1725.4
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Sweatshirt,1838.12
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Deri Ceket,1025.82
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Sırt Çantası,1113.67
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Gelin Tacı,1674.45
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Kayak Montu,1098.37
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Kumaş Pantolon,1057.87
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Sandalet,1814.91
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Okul Üniforması,1590.37
Giysi_Magaza_1,73.1993941811405,59.86584841970366,patik,1822.69
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Resmi Elbise,475.58
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Şortlu Takım,1072.53
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Pelerin,1692.82
